accuracy,loss,epoch
0.04943181946873665,3.9591786861419678,1
0.06193181872367859,3.8662753105163574,2
0.08039772510528564,3.7149109840393066,3
0.09857954829931259,3.543119430541992,4
0.11931817978620529,3.438206434249878,5
0.1517045497894287,3.2594809532165527,6
0.18835227191448212,3.0243136882781982,7
0.21107955276966095,2.84429931640625,8
0.25767046213150024,2.6412980556488037,9
0.2980113625526428,2.4606916904449463,10
0.31448864936828613,2.3359642028808594,11
0.365340918302536,2.1551103591918945,12
0.40625,2.0235421657562256,13
0.42982953786849976,1.8955066204071045,14
0.44545453786849976,1.815950870513916,15
0.49801135063171387,1.6818374395370483,16
0.5034090876579285,1.6088919639587402,17
0.543749988079071,1.5148272514343262,18
0.5556818246841431,1.441045880317688,19
0.565625011920929,1.393225073814392,20
0.5991477370262146,1.3115259408950806,21
0.621874988079071,1.2245770692825317,22
0.6258522868156433,1.185550332069397,23
0.6446022987365723,1.1234503984451294,24
0.6551136374473572,1.0974408388137817,25
0.6778408885002136,1.0346941947937012,26
0.6840909123420715,1.0006284713745117,27
0.6965909004211426,0.9608257412910461,28
0.706818163394928,0.9330515265464783,29
0.7170454263687134,0.8910343647003174,30
0.7196022868156433,0.8791123628616333,31
0.7411931753158569,0.8216138482093811,32
0.7502840757369995,0.7947399616241455,33
0.7610795497894287,0.7639753818511963,34
0.7602272629737854,0.7592599391937256,35
0.7758522629737854,0.7205353379249573,36
0.7732954621315002,0.7172926664352417,37
0.7894886136054993,0.6571618318557739,38
0.7889204621315002,0.6571990251541138,39
0.7963067889213562,0.6354023218154907,40
0.8022727370262146,0.6172230839729309,41
0.815625011920929,0.6012932658195496,42
0.8130682110786438,0.5815280079841614,43
0.8215909004211426,0.5637845396995544,44
0.8247159123420715,0.5587502121925354,45
0.831250011920929,0.5449122190475464,46
0.8363636136054993,0.5172035098075867,47
0.84375,0.5104766488075256,48
0.8465909361839294,0.48858264088630676,49
0.8420454263687134,0.4790195822715759,50
0.8374999761581421,0.48411014676094055,51
0.8525568246841431,0.4759978652000427,52
0.8522727489471436,0.46073517203330994,53
0.8676136136054993,0.4199568033218384,54
